hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,0,66,2016,November,46,11,2,6,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,82.8,0,2,Check-Out,19-11-2016,Katie Poole,Katie.P45@yahoo.com,967-395-8977,************8554
City Hotel,0,23,2017,June,24,12,1,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,129,0,1,Check-Out,15-06-2017,Ryan Walters,Ryan_W@comcast.net,181-802-4405,************3715
Resort Hotel,0,1,2016,June,26,22,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,,0,Transient,91,1,0,Check-Out,23-06-2016,Scott Moreno,Scott.Moreno@xfinity.com,455-109-5725,************2646
Resort Hotel,0,203,2017,May,21,25,0,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,,223,0,Transient-Party,60,0,0,Check-Out,28-05-2017,Jonathan Harper,Harper.Jonathan24@zoho.com,584-945-5132,************2322
Resort Hotel,1,78,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134,,0,Transient,92,0,0,Canceled,14-08-2015,Katelyn Jones,KatelynJones90@gmail.com,323-339-3265,************7511
City Hotel,0,43,2017,March,10,11,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,G,4,No Deposit,9,,0,Transient,118,0,1,Check-Out,12-03-2017,Whitney Patterson,Whitney.P@zoho.com,523-570-6279,************6693
City Hotel,1,109,2016,February,9,21,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,,44,Transient,75,0,0,Canceled,18-12-2015,Linda Carter MD,Linda.MD83@gmail.com,163-723-9216,************8900
City Hotel,0,22,2017,July,28,12,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,139,0,1,Check-Out,14-07-2017,Jennifer Banks,Jennifer_B@zoho.com,310-624-5497,************6681
City Hotel,1,100,2017,April,16,22,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,,0,Transient,105,0,0,Canceled,12-01-2017,Michael Neal,MichaelNeal@aol.com,959-728-0233,************9934
City Hotel,1,104,2016,July,30,18,1,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,141.3,0,0,Canceled,06-04-2016,Michelle Kane,Kane.Michelle22@comcast.net,824-335-7848,************5075
Resort Hotel,1,170,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15,,0,Transient,44.5,0,0,Canceled,17-07-2015,Olivia English,Olivia.English@aol.com,151-015-9098,************5487
Resort Hotel,0,1,2016,September,37,8,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,191,1,1,Check-Out,11-09-2016,Brandon Kane,Kane.Brandon@mail.com,930-693-3274,************1434
City Hotel,1,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100,0,0,Canceled,04-04-2016,Eric Payne,Payne_Eric@hotmail.com,785-399-5595,************5410
City Hotel,1,228,2016,July,31,27,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,E,0,No Deposit,83,,0,Transient,92.48,0,0,Canceled,02-01-2016,Steven Braun,StevenBraun@xfinity.com,654-791-1314,************3755
City Hotel,0,0,2015,December,49,2,0,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,105,0,1,Check-Out,03-12-2015,Richard Rocha,Richard_R76@zoho.com,190-459-3721,************1925
City Hotel,1,131,2017,May,21,26,2,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,108,0,1,Canceled,18-02-2017,Troy Griffin,Troy.G@hotmail.com,842-826-6206,************9898
Resort Hotel,0,0,2015,August,35,24,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,137.7,0,0,Check-Out,25-08-2015,Christopher Reid,ChristopherReid@hotmail.com,737-878-8091,************8037
City Hotel,0,172,2017,July,27,7,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28,,0,Transient,75.6,0,0,Check-Out,08-07-2017,Amanda Flores,Flores_Amanda@zoho.com,630-933-7506,************3440
Resort Hotel,0,24,2015,August,35,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,172.71,0,3,Check-Out,01-09-2015,Amanda French,AmandaFrench@protonmail.com,349-841-3099,************1798
Resort Hotel,1,83,2017,February,5,4,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,37,0,0,Canceled,06-01-2017,Austin Hull,AustinHull@xfinity.com,270-711-3267,************6583
City Hotel,0,1,2016,April,15,4,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,137,0,1,Check-Out,06-04-2016,Stephanie Romero,Stephanie.R@gmail.com,947-158-1724,************5914
City Hotel,1,192,2016,October,43,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29,,0,Transient-Party,95,0,0,Canceled,06-09-2016,Matthew Tran,Tran.Matthew@protonmail.com,670-208-1003,************3347
City Hotel,1,219,2016,August,33,10,0,3,0,2,0,BB,MAR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient-Party,86.5,0,0,Canceled,27-06-2016,Kevin Cisneros,KCisneros@outlook.com,262-776-3372,************4610
City Hotel,0,94,2017,August,32,7,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,125,0,1,Check-Out,09-08-2017,Karen Dixon,KarenDixon67@xfinity.com,814-159-8220,************9180
City Hotel,1,128,2016,June,24,10,1,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.1,0,0,Canceled,08-02-2016,Danielle Cruz,Danielle_Cruz@verizon.com,395-182-3846,************9265
City Hotel,1,304,2015,August,34,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02-07-2015,Taylor Bowman,Taylor_Bowman@hotmail.com,958-889-8837,************3551
City Hotel,0,76,2017,April,17,25,0,4,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,99,0,1,Check-Out,29-04-2017,Sara Lee,Sara_Lee37@att.com,434-133-4767,************5535
City Hotel,1,158,2016,November,48,25,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,90,0,1,Canceled,14-11-2016,Judith Clark,Clark_Judith@yandex.com,509-773-1474,************8927
City Hotel,0,77,2016,October,44,25,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,104.4,0,2,Check-Out,28-10-2016,Jonathan Garcia,Garcia.Jonathan70@comcast.net,509-285-1751,************4936
Resort Hotel,0,3,2015,November,46,9,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,55,1,2,Check-Out,10-11-2015,Matthew Ferguson,Ferguson_Matthew@yandex.com,962-418-3604,************6194
City Hotel,1,137,2016,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,,45,Transient,70,0,0,Canceled,27-10-2015,Daniel Mendez,Mendez_Daniel@comcast.net,259-059-2125,************3388
City Hotel,0,10,2016,July,28,6,0,4,3,1,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,183.43,0,2,Check-Out,10-07-2016,John Green,Green.John@att.com,198-126-6438,************7764
Resort Hotel,1,82,2016,April,17,17,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,56.89,0,0,No-Show,17-04-2016,Kimberly Fields,Fields.Kimberly@gmail.com,914-980-1248,************3095
Resort Hotel,0,0,2017,January,1,5,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,44,0,1,Check-Out,06-01-2017,Matthew Frederick,Frederick.Matthew82@protonmail.com,783-229-5468,************3919
City Hotel,0,62,2016,January,4,17,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Contract,57,0,1,Check-Out,22-01-2016,Christina Leach,Leach.Christina47@gmail.com,425-413-5030,************9216
City Hotel,0,30,2016,May,21,21,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135.9,0,1,Check-Out,22-05-2016,Brenda Jones,Brenda.Jones@aol.com,966-176-1114,************3555
Resort Hotel,0,199,2016,May,19,2,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,,0,Transient-Party,85,0,0,Check-Out,04-05-2016,Alicia Acosta,Alicia.Acosta@yandex.com,109-685-3256,************5042
City Hotel,0,135,2015,September,38,14,1,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,90,0,0,Check-Out,17-09-2015,Lisa Miller,Lisa.Miller@verizon.com,776-853-1436,************9967
Resort Hotel,1,128,2016,December,49,3,0,1,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64,0,0,Canceled,23-11-2016,Kaitlyn Reed MD,Kaitlyn.MD@comcast.net,107-565-3738,************5133
Resort Hotel,1,47,2016,August,33,7,1,0,3,1,0,BB,ITA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,274,0,0,Canceled,05-07-2016,Joyce Sanchez,Joyce.Sanchez@aol.com,976-809-3467,************2165
City Hotel,1,68,2016,February,8,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37,,0,Transient,75,0,0,Canceled,06-01-2016,Christopher Nguyen,Christopher_N@mail.com,678-692-2309,************8896
Resort Hotel,1,44,2016,September,39,23,2,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250,,0,Transient,182.25,0,2,Canceled,24-08-2016,Mariah Powell,Powell.Mariah47@hotmail.com,690-352-4825,************1563
City Hotel,1,95,2017,July,30,28,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,125,0,1,Canceled,24-04-2017,Lisa Davis,Lisa.D@aol.com,429-304-3623,************4449
City Hotel,0,83,2016,July,30,23,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,137.7,0,2,Check-Out,24-07-2016,Matthew Cross,Matthew.Cross@yahoo.com,691-317-9762,************5754
City Hotel,0,12,2016,September,38,14,0,2,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,233,0,Transient-Party,95,0,1,Check-Out,16-09-2016,Mike Stewart,Mike_S@outlook.com,558-825-1769,************2050
City Hotel,0,47,2017,January,4,28,1,1,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,76.32,0,0,Check-Out,30-01-2017,Jordan Mcdonald,Jordan_Mcdonald75@xfinity.com,465-938-6750,************3984
City Hotel,1,189,2017,June,22,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100,0,0,Canceled,25-11-2016,Jeremy House,Jeremy_House@hotmail.com,567-003-3588,************3788
City Hotel,1,271,2016,December,49,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159,,0,Transient-Party,78.3,0,0,Canceled,08-11-2016,Julie White,JWhite75@yahoo.com,932-284-9658,************5991
City Hotel,0,59,2016,December,51,13,0,5,2,1,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9,,0,Transient,129.2,0,2,Check-Out,18-12-2016,Alexis Herrera,Alexis_H97@yandex.com,726-972-4946,************2101
Resort Hotel,0,370,2016,September,38,15,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,78.5,0,3,Check-Out,29-09-2016,Joshua Perez,Joshua_P29@protonmail.com,209-762-7069,************3470
City Hotel,0,157,2016,October,41,7,0,1,3,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,86,,0,Transient,133.6,0,0,Check-Out,08-10-2016,Jason Phillips,Jason.P@verizon.com,927-716-0801,************1415
City Hotel,0,66,2016,September,39,18,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,80.75,0,0,Check-Out,21-09-2016,David Everett,Everett_David77@xfinity.com,974-193-7780,************1184
City Hotel,0,95,2016,June,23,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,106.71,1,1,Check-Out,05-06-2016,Marilyn Howard,MarilynHoward40@xfinity.com,677-060-2734,************5734
City Hotel,1,258,2016,September,37,8,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,41,Transient,65,0,0,Canceled,04-05-2016,Brian Smith,Brian_Smith@xfinity.com,316-427-4249,************5116
Resort Hotel,1,89,2017,July,30,24,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,245,0,1,Canceled,06-06-2017,Erin Simmons,Erin_S@xfinity.com,892-695-0451,************8112
Resort Hotel,0,12,2016,March,11,9,0,3,1,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,115,,0,Transient-Party,49,0,0,Check-Out,12-03-2016,Eileen Rose,ERose91@aol.com,787-589-8399,************8815
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,,0,Transient,90,0,0,Canceled,17-11-2015,Jeremiah Kim,Jeremiah.Kim73@comcast.net,954-048-2741,************8901
City Hotel,0,56,2017,July,30,24,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,127,0,1,Check-Out,28-07-2017,Justin Quinn,Justin_Quinn81@att.com,975-965-4427,************2668
Resort Hotel,0,67,2015,August,31,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,,0,Transient,193.13,0,1,Check-Out,09-08-2015,Victoria Garza,VictoriaGarza@xfinity.com,303-294-5508,************8512
City Hotel,1,61,2017,January,4,25,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326,,0,Transient,80,0,0,Canceled,25-11-2016,Karen Best,Best.Karen@gmail.com,674-101-9348,************8322
Resort Hotel,1,0,2015,December,52,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,240,,0,Transient,55,0,0,No-Show,25-12-2015,Molly Jacobs,MJacobs85@verizon.com,985-089-6041,************8435
Resort Hotel,0,6,2017,May,22,31,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,290,0,Transient-Party,75,0,0,Check-Out,02-06-2017,Rose Taylor,Taylor_Rose@aol.com,304-294-4490,************1712
City Hotel,1,34,2016,July,30,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,3,12,A,A,0,No Deposit,,40,0,Transient,65,0,0,Canceled,18-07-2016,Joseph Becker,Becker.Joseph@protonmail.com,866-825-6954,************1959
City Hotel,1,422,2017,June,24,13,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,,0,Transient,90,0,0,Canceled,05-05-2017,Tyrone Webb,Tyrone_Webb@comcast.net,706-793-3476,************5670
Resort Hotel,0,0,2017,July,28,15,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,155,0,0,Check-Out,16-07-2017,Ashley Carter,Ashley_C@mail.com,257-251-6204,************8619
City Hotel,0,135,2016,April,14,1,0,2,2,1,1,BB,PRT,Direct,Direct,0,0,0,F,G,1,No Deposit,,,0,Transient,175,0,2,Check-Out,03-04-2016,Virginia Moore,Virginia_M@mail.com,627-843-5236,************2624
Resort Hotel,0,252,2015,September,37,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,62.48,0,1,Check-Out,17-09-2015,Jordan Crawford,JCrawford98@protonmail.com,316-201-0404,************2486
Resort Hotel,1,211,2017,July,31,31,1,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,170.6,0,3,Canceled,14-03-2017,Matthew Lopez,Lopez_Matthew@mail.com,376-876-7232,************2653
City Hotel,1,33,2015,December,50,9,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44,,0,Transient,110,0,0,Canceled,16-11-2015,Andrea Barrett,Andrea.B99@xfinity.com,600-735-2094,************2008
Resort Hotel,0,112,2015,December,53,30,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,224.67,0,0,Check-Out,02-01-2016,Sean Webb,SWebb90@yandex.com,393-708-5017,************1416
City Hotel,0,1,2016,May,20,9,1,3,1,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,103.71,1,0,Check-Out,13-05-2016,Stacey Fisher,StaceyFisher20@outlook.com,426-716-1333,************2988
City Hotel,0,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,C,C,1,No Deposit,19,,0,Transient-Party,104,0,1,Check-Out,01-09-2017,Ariel Rosario,ARosario70@yahoo.com,669-611-6730,************9153
Resort Hotel,0,11,2015,September,37,11,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,77.11,0,0,Check-Out,18-09-2015,George Taylor,George.T76@verizon.com,451-604-7115,************6637
City Hotel,0,0,2017,February,5,4,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,98,0,0,Check-Out,05-02-2017,Christopher Fields,ChristopherFields@mail.com,868-669-8016,************6022
City Hotel,0,36,2016,August,36,29,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,86.63,0,2,Check-Out,01-09-2016,Raymond Gray,RaymondGray39@outlook.com,769-499-3444,************2191
City Hotel,0,137,2016,June,24,10,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,27,,0,Transient-Party,80.75,0,0,Check-Out,13-06-2016,Roy Mcintosh,Mcintosh_Roy@verizon.com,453-021-3393,************3340
City Hotel,0,11,2016,June,23,1,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,141.95,0,2,Check-Out,03-06-2016,Erin Austin,Erin_A42@outlook.com,227-034-6881,************9596
Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,,0,Transient-Party,85,0,0,Check-Out,14-05-2016,Dylan Gomez,Dylan.G@outlook.com,201-903-2848,************2862
Resort Hotel,0,255,2017,July,29,17,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315,,0,Contract,130.05,0,0,Check-Out,24-07-2017,Deanna Bird,Deanna.B@hotmail.com,207-823-6401,************7499
Resort Hotel,1,29,2017,June,24,11,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,170,0,1,Canceled,21-05-2017,Mckenzie Collier,Mckenzie.Collier@comcast.net,601-570-6161,************5065
City Hotel,1,216,2017,August,31,5,2,3,2,2,0,HB,MYT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,256.5,0,0,Canceled,01-01-2017,Jenna Walsh,Jenna.W@xfinity.com,503-386-7930,************8219
City Hotel,1,88,2015,September,39,26,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,170,0,0,Canceled,09-09-2015,Carly Adkins,CAdkins26@gmail.com,253-200-0491,************4391
City Hotel,0,60,2015,October,42,12,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,65,0,1,Check-Out,16-10-2015,Mary Baker,Baker_Mary@hotmail.com,938-231-5985,************1322
City Hotel,1,92,2015,August,32,7,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,76.5,0,1,Canceled,25-07-2015,Dennis Wiggins,Wiggins.Dennis@yandex.com,924-082-5108,************6510
City Hotel,0,216,2016,October,44,23,2,3,0,2,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,83.83,0,3,Check-Out,28-10-2016,Stacey Giles,SGiles@outlook.com,370-312-4748,************6102
City Hotel,0,19,2015,December,49,5,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Contract,122,1,1,Check-Out,08-12-2015,Michael Adams,Michael_A@mail.com,633-526-1672,************5402
City Hotel,0,79,2017,July,31,31,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,,0,Transient,106.48,0,0,Check-Out,07-08-2017,Julie Sutton,JulieSutton@protonmail.com,442-167-4404,************4673
Resort Hotel,0,213,2016,September,37,10,4,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,143,,0,Transient,90,0,0,Check-Out,20-09-2016,Carrie Winters,CarrieWinters@comcast.net,856-985-2846,************2440
Resort Hotel,1,189,2016,April,18,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248,,0,Transient-Party,46,0,0,Canceled,22-03-2016,Erica Brown,Erica.Brown84@aol.com,601-501-0298,************8919
City Hotel,0,50,2015,November,47,17,0,3,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Group,60,0,0,Check-Out,20-11-2015,John Horn,John.Horn@yandex.com,948-225-5311,************8315
City Hotel,1,23,2016,June,23,2,1,3,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,140.9,0,0,Canceled,13-05-2016,Amy Lee,Amy_L47@verizon.com,531-909-8199,************4567
Resort Hotel,0,137,2015,September,39,23,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,87.86,0,1,Check-Out,30-09-2015,Rebecca Alvarez,Rebecca.A49@protonmail.com,820-954-8621,************3185
City Hotel,0,6,2016,February,8,20,1,1,2,0,0,SC,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81,0,0,Check-Out,22-02-2016,Mark Barnes,Mark_B69@yandex.com,479-260-5156,************6988
City Hotel,1,192,2016,June,26,24,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34,,0,Transient-Party,95,0,0,Canceled,16-06-2016,James Ballard,James_B92@mail.com,180-828-8820,************8046
City Hotel,1,493,2017,August,31,1,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,,0,Transient,90,0,0,Canceled,30-06-2017,Peter Miller,Peter_M36@verizon.com,466-971-5400,************4936
City Hotel,0,150,2016,June,25,16,0,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,90,0,1,Check-Out,19-06-2016,Christopher Garner,Christopher_Garner@outlook.com,239-326-4831,************3242
Resort Hotel,0,16,2016,February,9,27,1,1,2,0,0,HB,BRA,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,0,Transient,85,0,0,Check-Out,29-02-2016,Jessica Murphy,Murphy_Jessica@att.com,361-278-1036,************6811
Resort Hotel,0,231,2016,October,41,8,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273,,0,Transient-Party,71.36,0,0,Check-Out,15-10-2016,Dawn Montgomery,Dawn.M12@zoho.com,448-912-5888,************6983
City Hotel,1,226,2016,August,35,27,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,96,0,0,Canceled,12-08-2016,Billy Butler,Butler.Billy@xfinity.com,988-851-7383,************7210
City Hotel,0,130,2016,August,35,27,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,109.8,0,2,Check-Out,30-08-2016,Julie Miles,Miles.Julie39@comcast.net,183-795-3652,************6461
City Hotel,1,140,2016,July,27,1,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,0,Canceled,02-03-2016,Jessica Lane,JLane@zoho.com,652-734-7066,************9238
Resort Hotel,0,12,2015,November,48,24,0,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,49.4,0,0,Check-Out,29-11-2015,Richard Frazier,Frazier_Richard@aol.com,398-883-1618,************9001
City Hotel,0,16,2015,September,39,25,2,2,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,29-09-2015,Emily Christian,Emily_Christian@hotmail.com,521-538-2376,************9819
Resort Hotel,0,10,2016,December,49,3,0,1,1,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44,0,0,Check-Out,04-12-2016,Jade Johnson,Johnson_Jade@verizon.com,755-591-9204,************3498
City Hotel,1,36,2016,March,13,24,0,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.4,0,0,Canceled,20-02-2016,Logan Green,Green_Logan@att.com,328-564-1627,************8282
City Hotel,1,19,2015,October,41,6,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,82,,0,Transient-Party,80,0,0,Canceled,02-10-2015,Justin Brown,Justin.Brown@zoho.com,816-410-9276,************8679
City Hotel,0,101,2016,June,24,6,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,19,E,E,1,No Deposit,,51,0,Transient,106,0,0,Check-Out,09-06-2016,Timothy Anderson,TAnderson@gmail.com,183-657-2972,************5956
